data_id,iso,event_id_cnty,event_id_no_cnty,event_date,year,time_precision,event_type,sub_event_type,actor1,assoc_actor_1,inter1,actor2,assoc_actor_2,inter2,interaction,region,country,admin1,admin2,admin3,location,latitude,longitude,geo_precision,source,source_scale,notes,fatalities,timestamp,iso3
,,#event+code,,#date+occurred,#date+year,,#event+type,,#group+name+first,#group+name+first+assoc,,#group+name+second,#group+name+second+assoc,,,#region+name,#country+name,#adm1+name,#adm2+name,#adm3+name,#loc+name,#geo+lat,#geo+lon,,#meta+source,,#description,#affected+killed,,#country+code
7066295,152,CHI3582,3582,2020-04-07,2020,1,Riots,Violent demonstration,Rioters (Bolivia),,5,Military Forces of Bolivia (2019-),,8,58,South America,Chile,Tarapaca,Tamarugal,Colchane,Colchane,-19.2756,-68.6372,1,Estrella Iquique; AFP,Subnational-International,"On 7 April 2020, in Colchane, Tarapaca region, a group of nearly 500 Bolivian citizens clashed against the Military Forces of Bolivia, when the second ones blocked the access to the neighboring country. Demonstrators demanded the opening of the border, closed due to the coronavirus pandemic. One military soldier and a demonstrator were reported injured. [size=nearly 500]",0,1587491658,CHL
7067079,152,CHI3580,3580,2020-04-06,2020,2,Protests,Peaceful protest,Protesters (Chile),,6,,,0,60,South America,Chile,Biobio,Concepcion,Tome,Tome,-36.6175,-72.9559,1,La Estrella Concepcion,Subnational,"As reported on 6 April 2020, in Tome, Biobio region, residents protested over the lack of security measures taken by the regional government to prevent the spread of coronavirus. The group demanded the disinfection of the buses and other vehicles that daily access the district. [size=no report]",0,1587491664,CHL
7067128,152,CHI3578,3578,2020-04-06,2020,1,Protests,Protest with intervention,Protesters (Chile),,6,Police Forces of Chile (2018-),,1,16,South America,Chile,Biobio,Arauco,Arauco,Laraquete,-37.1678,-73.1861,1,La Estrella Concepcion,Subnational,"On 6 April 2020, in Laraquete, Biobio region, a group of citizens blocked the streets to restrict the access of non-residents. The group demands the reinforcement of curfew measures in the break of the coronavirus pandemic. Police intervened and dispersed the group [size=no report]",0,1587491664,CHL
7060729,152,CHI3581,3581,2020-04-06,2020,1,Protests,Peaceful protest,Protesters (Chile),Health Workers (Chile),6,,,0,60,South America,Chile,Valparaiso,Valparaiso,Vina del Mar,Vina del Mar,-33.0246,-71.5518,1,Biobio Chile,National,"On 6 April 2020, in Vina del Mar, Valparaiso region, health workers of a local hospital protested over the lack of security equipment to treat patients with coronavirus. [size=no report]",0,1586814280,CHL
7066362,152,CHI3579,3579,2020-04-06,2020,1,Protests,Peaceful protest,Protesters (Chile),Labour Group (Chile),6,,,0,60,South America,Chile,Biobio,Concepcion,Lota,Lota,-37.0899,-73.1577,1,Biobio Chile,Subnational,"On 6 April 2020, in the rural area of Lota, Biobio region, a group of workers protested over the dismissal of employees of a local company. The group blocked the main entrance to the factory. Companies in the area have temporarily stopped their activities after a worker was tested positive for coronavirus. [size=no report]",0,1587491658,CHL
7060861,152,CHI3576,3576,2020-04-05,2020,1,Riots,Mob violence,Rioters (Chile),,5,Civilians (Chile),Health Workers (Chile),7,57,South America,Chile,Antofagasta,Antofagasta,Antofagasta,Antofagasta,-23.6524,-70.3954,1,La Estrella Del Loa,Subnational,"On 5 April 2020, in Antofagasta, Antofagasta region, a group of rioters attacked with rocks an ambulance that attempted to pass a barricade built across the street. The motives for the group to built barricades were not reported by the source. [size=no report]",0,1586814280,CHL
7060872,152,CHI3577,3577,2020-04-05,2020,1,Riots,Mob violence,Rioters (Chile),,5,Civilians (Chile),,7,57,South America,Chile,Valparaiso,San Antonio,San Antonio,Cartagena,-33.5538,-71.6076,1,Lider San Antonio,Subnational,"On 5 April 2020, in Cartagena, Valparaiso region, residents reported that a group of rioters attacked people that accused them of illegally occupying a plot in a residential area of the district. Two women were reported injured. [size=no report]",0,1586814280,CHL
7030515,152,CHI3574,3574,2020-04-04,2020,1,Riots,Violent demonstration,Rioters (Chile),Prisoners (Chile),5,Police Forces of Chile (2018-),,1,15,South America,Chile,Metropolitana,Cordillera,Puente Alto,Puente Alto,-33.6183,-70.5899,1,24 Horas (Chile),National,"On 4 April 2020, in Puente Alto, Metropolitan region a group of prisoners demonstrated inside the local jail. The inmates set on fire several objects and clashed with the guards. The inmates demand more security to prevent the spread of coronavirus inside the prison. This happened after 5 reported cases of coronavirus in prisoners. [size=no report]",0,1586210134,CHL
7066364,152,CHI3575,3575,2020-04-04,2020,1,Violence against civilians,Attack,Military Forces of Chile (2018-),,1,Civilians (Chile),,7,17,South America,Chile,Biobio,Biobio,Los Angeles,Los Angeles,-37.4697,-72.3537,1,Biobio Chile,Subnational,"On 4 April 2020, in Los Angeles, Biobio region, members of the military forces of Chile opened fire when a civilian attempted to avoid a military checkpoint set to control a national lockdown implemented due to the coronavirus pandemic. No information on fatalities or injuries was reported/shared by the source.",0,1587491658,CHL
7030537,152,CHI3571,3571,2020-04-01,2020,2,Protests,Peaceful protest,Protesters (Chile),Labour Group (Chile),6,,,0,60,South America,Chile,Metropolitana,Santiago,Independencia,Independencia,-33.4145,-70.6656,1,Biobio Chile,National,"As reported on 1 April 2020, in Independencia, Metropolitan region, bus drivers and workers of a bus company protested over the dismissal of nearly 350 workers due to the coronavirus pandemic. The group blocked the entrance to the main building of the bus company and demanded work security for workers in the country. [size=no report]",0,1586210134,CHL
7030517,152,CHI3573,3573,2020-04-01,2020,2,Riots,Mob violence,Rioters (Chile),,5,Police Forces of Chile (2018-),Civilians (Chile); Labour Group (Chile),1,15,South America,Chile,Metropolitana,Maipo,San Bernardo,San Bernardo,-33.5922,-70.6996,1,24 Horas (Chile),National,"In the week of 1 April 2020, in San Bernardo, Metropolitan region, police forces of Chile and rioters clashed during an attempt to loot a local supermarket in the area. The event was reported during a curfew stated by local authorities to slow the spread of coronavirus in the metropolitan area. Sources reported that some of the rioters used guns against police officers. No information on fatalities or injuries was reported/shared by the source. [size=no report]",0,1586210134,CHL
7066366,152,CHI3572,3572,2020-04-01,2020,1,Protests,Peaceful protest,Protesters (Chile),,6,,,0,60,South America,Chile,Biobio,Biobio,Mulchen,Mulchen,-37.7189,-72.2410,2,Biobio Chile,Subnational,"On 1 April 2020, in the rural area of Mulchen, Biobio region, a group of residents protested against the traffic of large trucks in the area. The group claimed the permanent movement of these vehicles disrupts their sleep at night. The group blocked the road for several hours to demand regulations. [size=no report]",0,1587491658,CHL
7030565,152,CHI3567,3567,2020-03-31,2020,1,Violence against civilians,Attack,Military Forces of Chile (2018-),,1,Civilians (Chile),,7,17,South America,Chile,Maule,Linares,Linares,Linares,-35.8467,-71.5931,1,El Centro,Subnational,"On 31 March 2020, in Linares, Maule region, members of the military forces of Chile opened fire when a civilian attempted to avoid a military checkpoint set to control a national lockdown for coronavirus pandemic. No person was injured in the event.",0,1586210134,CHL
7067048,152,CHI3570,3570,2020-03-31,2020,2,Riots,Violent demonstration,Rioters (Chile),,5,Police Forces of Chile (2018-),,1,15,South America,Chile,Biobio,Concepcion,Talcahuano,Talcahuano,-36.7249,-73.1168,1,La Estrella Concepcion,Subnational,"As reported on 31 March 2020, in Talcahuano, Biobio region, a group of 6 citizens demonstrated against the government in the commemoration of the day of the young combatant. The built and set on fire a barricade across the road. Police arrested 3 people. [size=6]",0,1587491663,CHL
7066318,152,CHI3568,3568,2020-03-31,2020,1,Strategic developments,Looting/property destruction,Indigenous Militia (Chile),,4,Civilians (Chile),,7,47,South America,Chile,Araucania,Cautin,Pucon,Pucon,-39.2727,-71.9776,1,Austral Temuco,Subnational,"On 31 March 2020, in Pucon, Araucania region, unidentified men set on fire a helicopter. The aircraft was completely destroyed. There have been several attacks in the Araucania region perpetrated by indigenous groups who demand land rights.",0,1587491658,CHL
7030743,152,CHI3569,3569,2020-03-31,2020,1,Protests,Peaceful protest,Protesters (Chile),Labour Group (Chile); Health Workers (Chile),6,,,0,60,South America,Chile,Valparaiso,San Antonio,San Antonio,San Antonio,-33.5947,-71.6075,1,Lider San Antonio,Subnational,"On 31 March 2020, in San Antonio, Valparaiso region, workers of a local hospital protested against the reduction of their salaries. The group staged a protest in front of the hospital facilities. The hospital administration claimed the payment is deferred due to the economic impact of the coronavirus pandemic. [size=no report]",0,1586210135,CHL
7030536,152,CHI3563,3563,2020-03-30,2020,1,Protests,Peaceful protest,Protesters (Chile),Prisoners (Chile),6,,,0,60,South America,Chile,Araucania,Cautin,Nueva Imperial,Nueva Imperial,-38.7483,-72.9478,1,Biobio Chile,National,"On 30 March 2020, in Nueva Imperial, Araucania region, a group of 28 prisoners protested over the lack of security measures taken by the jail administration to prevent the spread of coronavirus among the prisoners. The group also announced the beginning of a hunger strike. [size=28]",0,1586210134,CHL
7030539,152,CHI3565,3565,2020-03-30,2020,2,Protests,Peaceful protest,Protesters (Chile),Labour Group (Chile),6,,,0,60,South America,Chile,Metropolitana,Talagante,Talagante,Talagante,-33.6625,-70.9253,1,Biobio Chile,National,"As reported on 30 March 2020, in Talagante, Metropolitan region, bus drivers protested over the lack of security measures taken by the company to prevent spread of coronavirus among the drivers. The group stopped all transport activities, and demanded the disinfection of the buses, affecting at least 5 district of the Metropolitan area. [size=no report]",0,1586210134,CHL
7067210,152,CHI3562,3562,2020-03-30,2020,1,Protests,Peaceful protest,Protesters (Chile),Labour Group (Chile),6,,,0,60,South America,Chile,Antofagasta,Antofagasta,Antofagasta,Antofagasta,-23.6524,-70.3954,1,Mercurio Antofagasta,Subnational,"On 30 March 2020, in Antofagasta, Antofagasta region, bus drivers protested over the lack of security measures taken by the company to prevent the spread of coronavirus among the drivers. The group staged a demonstration in the city and called for the support of the national government to cover the reduction of income among bus drivers. [size=no report]",0,1587491664,CHL
7030733,152,CHI3564,3564,2020-03-30,2020,1,Protests,Peaceful protest,Protesters (Chile),Labour Group (Chile),6,,,0,60,South America,Chile,Metropolitana,Santiago,Santiago Centro,Santiago,-33.4569,-70.6483,1,La Nacion (Chile),National,"On 30 March 2020, in Santiago, Metropolitan region, a group of workers of the Metro system protested over the lack of security measures taken by the company to prevent the spread of coronavirus among the employees. The group protested inside a metro station in Santiago-La Moneda. [size=no report]",0,1586210135,CHL
7066353,152,CHI3566,3566,2020-03-30,2020,1,Protests,Peaceful protest,Protesters (Chile),Prisoners (Chile),6,,,0,60,South America,Chile,Los Rios,Valdivia,Valdivia,Valdivia,-39.8142,-73.2459,1,Austral Valdivia,Subnational,"On 30 March 2020, in Valdivia, Los Rios region, a group of 27 prisoners protested over the delays in their legal processes. The group demands expedited jury trials considering the high risk of coronavirus contagion in local jails. The group also announced the beginning of a hunger strike. [size=27]",0,1587491658,CHL
7030571,152,CHI3561,3561,2020-03-29,2020,1,Riots,Violent demonstration,Rioters (Chile),,5,Police Forces of Chile (2018-),,1,15,South America,Chile,Metropolitana,Maipo,San Bernardo,San Bernardo,-33.5922,-70.6996,1,El Mercurio (Chile),National,"On 29 March 2020, in San Bernardo, Metropolitan region, a group of citizens demonstrated against the government in the commemoration of the day of the young combatant. The group set on fire barricades and attacked the police station, reportedly with weapons. [size=no report]",0,1586210134,CHL
7030630,152,CHI3555,3555,2020-03-29,2020,1,Violence against civilians,Attack,Military Forces of Chile (2018-),,1,Civilians (Chile),,7,17,South America,Chile,Arica y Parinacota,Arica,Arica,Arica,-18.4746,-70.2979,1,Estrella Loa,National,"On 29 March 2020, in Arica, Arica y Parinacota region, members of the military forces of Chile opened fire against a private car when the driver attempted to avoid a military checkpoint set to control a national lockdown for coronavirus pandemic. The victim is severely injured in the ICU of the local hospital.",0,1586210134,CHL
7030732,152,CHI3559,3559,2020-03-29,2020,1,Riots,Violent demonstration,Rioters (Chile),,5,,,0,50,South America,Chile,Metropolitana,Santiago,Penalolen,Penalolen,-33.4684,-70.5341,1,La Nacion (Chile),National,"On 29 March 2020, in Penalolen, Metropolitan region, a group of citizens demonstrated against the government in the commemoration of the day of the young combatant. The were reports of violence by demonstrators, but not specific episode was mentioned [size=no report]",0,1586210135,CHL
7030512,152,CHI3557,3557,2020-03-29,2020,1,Riots,Violent demonstration,Rioters (Chile),,5,Police Forces of Chile (2018-),,1,15,South America,Chile,Metropolitana,Santiago,Huechuraba,Huechuraba,-33.3615,-70.6331,1,24 Horas (Chile),National,"On 29 March 2020, in Huechuraba, Metropolitan region, a group of citizens demonstrated against the government in the commemoration of the day of the young combatant. The group clashed with police forces when some demonstrators vandalized the police stations. Barricades were built and set on fire across the streets. [size=no report]",0,1586210134,CHL
7030513,152,CHI3558,3558,2020-03-29,2020,1,Riots,Violent demonstration,Rioters (Chile),,5,,,0,50,South America,Chile,Metropolitana,Melipilla,Melipilla,Melipilla,-33.6891,-71.2153,1,24 Horas (Chile),National,"On 29 March 2020, in Melipilla, Metropolitan region, a group of citizens demonstrated against the government in the commemoration of the day of the young combatant. The group built and set on fire across the freeway. [size=no report]",0,1586210134,CHL
7030514,152,CHI3556,3556,2020-03-29,2020,1,Riots,Violent demonstration,Rioters (Chile),,5,Police Forces of Chile (2018-),Civilians (Chile); Labour Group (Chile); Government of Chile (2018-),1,15,South America,Chile,Metropolitana,Santiago,Estacion Central,Estacion Central,-33.4546,-70.6823,1,24 Horas (Chile),National,"On 29 March 2020, in Estacion Central, Metropolitan region, a group of citizens demonstrated against the government in the commemoration of the day of the young combatant. The group staged a march and cultural event. A group of demonstrators clashed with police forces and set on fire a bus of public transport. Two police officers were reported injured, one of them reportedly by a gunshot. [size=no report]",0,1586210134,CHL
7030516,152,CHI3560,3560,2020-03-29,2020,1,Riots,Mob violence,Rioters (Chile),Prisoners (Chile),5,Police Forces of Chile (2018-),,1,15,South America,Chile,Metropolitana,Cordillera,Puente Alto,Puente Alto,-33.6183,-70.5899,1,24 Horas (Chile),National,"On 29 March 2020, in Puente Alto, Metropolitan region a group of prisoners started a riot inside the local jail. The inmates set on fire several objects. The group clashed with guards that used tear gas. The reason behind the riot was a suspected case of coronavirus in one of the prisoners. Meanwhile, outside the facilities some families of prisoners also clashed against security forces. 26 people were reported injured. [size=at least 26]",0,1586210134,CHL
7066369,152,CHI3553,3553,2020-03-27,2020,1,Violence against civilians,Attack,Indigenous Militia (Chile),,4,Civilians (Chile),Labour Group (Chile),7,47,South America,Chile,Biobio,Arauco,Tirua,Tirua,-38.3418,-73.4915,2,Biobio Chile,Subnational,"On 27 March 2020, in the rural area of Tirua, Biobio region, a group of nearly 20 unidentified armed men set on fire a cargo truck. The men blocked the road and forced the driver out. The vehicle was destroyed, while the driver suffered minor injuries during the attack. There have been several attacks in Biobio region perpetrated by indigenous groups who demand land rights.",0,1587491658,CHL
7004699,152,CHI3554,3554,2020-03-27,2020,1,Protests,Peaceful protest,Protesters (Chile),Labour Group (Chile),6,,,0,60,South America,Chile,Valparaiso,Valparaiso,Valparaiso,Valparaiso,-33.0360,-71.6296,1,Biobio Chile,National,"On 27 March 2020, in Valparaiso, Valparaiso region, more than 100 taxi drivers protested against the government. The group considers the economic measures taken by the government to mitigate the economic crisis caused by the coronavirus pandemic are insufficient and demanded for more protection for independent workers. [size=more than 100]",0,1585604313,CHL
7083346,152,CHI3683,3683,2020-03-27,2020,1,Violence against civilians,Attack,Indigenous Militia (Chile),,4,Civilians (Chile),Labour Group (Chile),7,47,South America,Chile,Biobio,Arauco,Tirua,Quidico,-38.2502,-73.4864,1,La Estrella Concepcion,Subnational,"On 27 March 2020, in the rural area of Quidico (Biobio), a trucks of a logging company was set on fire by a group of four armed men. There have been several attacks in the Biobio region perpetrated by indigenous groups who demand land rights. The driver was injured in the event.",0,1589241873,CHL
7066878,152,CHI3552,3552,2020-03-27,2020,1,Protests,Peaceful protest,Protesters (Chile),,6,,,0,60,South America,Chile,Tarapaca,Iquique,Iquique,Iquique,-20.2133,-70.1503,1,Estrella Iquique,Subnational,"On 27 March 2020, Iquique, Tarapaca region, a group of residents of a fishing area protested over the lack of measures to prevent the spread of the coronavirus. Inhabitants claimed that companies operating in the area bring over 40 workers a day from other regions. The group demands restrict the access of non-residents and the closure of all companies not associated with essential goods. [size=no report]",0,1587491662,CHL
7004700,152,CHI3548,3548,2020-03-26,2020,1,Riots,Mob violence,Rioters (Chile),Prisoners (Chile),5,Police Forces of Chile (2018-),,1,15,South America,Chile,Antofagasta,El Loa,Calama,Calama,-22.4567,-68.9237,1,Biobio Chile,National,"On 26 March 2020, in Calama, Antofagasta region, a group of nearly 50 prisoners started a riot inside the local jail. The inmates set on fire several objects. The group clashed with guards. The reason behind the riot was not reported. [size=nearly 50]",0,1585604313,CHL
7083348,152,CHI3682,3682,2020-03-26,2020,1,Explosions/Remote violence,Remote explosive/landmine/IED,Indigenous Militia (Chile),,4,Civilians (Chile),Labour Group (Chile),7,47,South America,Chile,Biobio,Arauco,Contulmo,Contulmo,-38.0156,-73.2299,2,La Estrella Concepcion,Subnational,"On 26 March 2020, in the rural area of Contulmo, Biobio region, unidentified men destroyed with explosives a communications antenna. The explosion affected the electricity service in the region. The event was linked to several attacks in the Biobio region perpetrated by indigenous groups who demand land rights. No injuries were reported.",0,1589241873,CHL
7066983,152,CHI3547,3547,2020-03-26,2020,1,Protests,Peaceful protest,Protesters (Chile),Labour Group (Chile); Government of Chile (2018-),6,,,0,60,South America,Chile,Arica y Parinacota,Arica,Arica,Arica,-18.4746,-70.2979,2,La Estrella Arica,Subnational,"On 26 March 2020, in route 11CH near Arica, Arica y Parinacota region, a group of citizens, including the mayor of the city, protested over the lack of measures to prevent the spread of the coronavirus. The group blocked the road for several hours to demand the implementation of a national quarantine. [size=no report]",0,1587491663,CHL
7066315,152,CHI3551,3551,2020-03-26,2020,1,Protests,Peaceful protest,Protesters (Chile),Labour Group (Chile),6,,,0,60,South America,Chile,Araucania,Cautin,Temuco,Temuco,-38.7397,-72.5984,1,Austral Temuco,Subnational,"On 26 March 2020, Temuco, Araucania region, a group of construction workers demonstrated over the lack of measures to prevent the spread of the coronavirus. The group demands the closure of all companies not associated with essential goods. [size=no report]",0,1587491658,CHL
7004915,152,CHI3546,3546,2020-03-26,2020,1,Protests,Peaceful protest,Protesters (Chile),Labour Group (Chile),6,,,0,60,South America,Chile,Antofagasta,Antofagasta,Antofagasta,Antofagasta,-23.6524,-70.3954,1,La Estrella de Antofagasta,Subnational,"On 26 March 2020, in Antofagasta, Antofagasta region, bus drivers protested over the lack of measures to prevent the spread of the coronavirus. The group blocked the road for several hours to demand the implementation of a national quarantine and the lockdown of the district. [size=no report]",0,1585604314,CHL
7067124,152,CHI3550,3550,2020-03-26,2020,1,Explosions/Remote violence,Remote explosive/landmine/IED,Indigenous Militia (Chile),,4,,,0,40,South America,Chile,Biobio,Arauco,Contulmo,Contulmo,-38.0156,-73.2299,2,La Estrella Concepcion,Subnational,"On 26 March 2020, in the rural area of Contulmo, Biobio region, unidentified men set and activated an explosive device in a cell tower. The explosion affected the electricity service in the region. There have been several attacks in the Biobio region perpetrated by indigenous groups who demand land rights.",0,1587491664,CHL
7004916,152,CHI3545,3545,2020-03-26,2020,2,Protests,Peaceful protest,Protesters (Chile),Labour Group (Chile),6,,,0,60,South America,Chile,Antofagasta,Antofagasta,Antofagasta,Antofagasta,-23.6524,-70.3954,1,La Estrella Del Loa,Subnational,"As reported on 26 March 2020, Antofagasta, Antofagasta region, a group of sanitation workers protested over the lack of equipment and security measures to prevent the spread of the coronavirus between the workers. The group gathered in front of the local hospital to demand improvements in the security equipment. [size=no report]",0,1585604314,CHL
7067125,152,CHI3549,3549,2020-03-26,2020,1,Protests,Peaceful protest,Protesters (Chile),Labour Group (Chile),6,,,0,60,South America,Chile,Biobio,Concepcion,Concepcion,Concepcion,-36.8270,-73.0498,1,La Estrella Concepcion,Subnational,"On 26 March 2020, in Concepcion, Biobio region, bus drivers protested over the lack of security measures taken by the companies to prevent the spread of coronavirus between the drivers. The group drove in a caravan until the city center to demand the disinfection of the buses. [size=no report]",0,1587491664,CHL
7066371,152,CHI3541,3541,2020-03-25,2020,1,Protests,Peaceful protest,Protesters (Chile),Labour Group (Chile),6,,,0,60,South America,Chile,Biobio,Concepcion,Coronel,Coronel,-37.0343,-73.1383,1,Biobio Chile,Subnational,"On 25 March 2020, in Coronel, Biobio region, nearly 50 bus drivers protested over the lack of security measures taken by the company to prevent spread of coronavirus between the drivers. The group stopped all transport activities and blocked the road to demand the disinfection of the buses. [size=nearly 50]",0,1587491658,CHL
7066891,152,CHI3543,3543,2020-03-25,2020,1,Protests,Peaceful protest,Protesters (Chile),Labour Group (Chile),6,,,0,60,South America,Chile,Tarapaca,Iquique,Iquique,Iquique,-20.2133,-70.1503,1,Estrella Iquique,Subnational,"On 25 March 2020, Iquique, Tarapaca region, a group of workers demonstrated over the lack of measures to prevent the spread of the coronavirus. The group demands the closure of all companies not associated with essential goods. [size=no report]",0,1587491662,CHL
7066781,152,CHI3540,3540,2020-03-25,2020,1,Riots,Violent demonstration,Rioters (Chile),,5,Police Forces of Chile (2018-),,1,15,South America,Chile,Los Lagos,Chiloe,Ancud,Chacao,-41.8277,-73.5252,1,El Llanquihue,Subnational,"On 25 March 2020, Chacao, Los Lagos region, a group of citizens demonstrated over the lack of measures to prevent the spread of the coronavirus. The group demands the lockdown of the island and quarantine for residents in the breakout of the pandemic. The group blocked the port access for several hours. Demonstrators attacked a police officer with rocks. They reported that the officer was photographing people in the demonstration. [size=no report]",0,1587491661,CHL
7066347,152,CHI3544,3544,2020-03-25,2020,1,Protests,Protest with intervention,Protesters (Chile),Labour Group (Chile),6,Police Forces of Chile (2018-),,1,16,South America,Chile,Araucania,Cautin,Temuco,Temuco,-38.7397,-72.5984,1,Austral Temuco,Subnational,"On 25 March 2020, Temuco, Araucania region, a group of construction workers demonstrated over the lack of measures to prevent the spread of the coronavirus. The group demands the closure of all companies not associated with essential goods. The group was dispersed by Forces of Chile. [size=no report]",0,1587491658,CHL
7004671,152,CHI3542,3542,2020-03-25,2020,1,Riots,Violent demonstration,Rioters (Chile),,5,Civilians (Chile),Labour Group (Chile); Government of Chile (2018-),7,57,South America,Chile,Los Rios,Valdivia,Corral,Corral,-39.8887,-73.4312,1,El Austral Valdivia; Biobio Chile,Subnational-National,"On 25 March 2020, in Corral, Los Rios region, a group of citizens demonstrated over a maritime accident in the district. Family and friends of the victims blamed the port authorities alluding to delays in the rescue mission. Some of the demonstrators vandalized the building. [size=no report]",0,1585604313,CHL
7066372,152,CHI3539,3539,2020-03-24,2020,1,Protests,Peaceful protest,Protesters (Chile),Labour Group (Chile),6,,,0,60,South America,Chile,Biobio,Concepcion,Talcahuano,Talcahuano,-36.7249,-73.1168,1,Biobio Chile,Subnational,"On 24 March 2020, Talcahuano, Biobio region, a group of construction workers demonstrated over the lack of measures to prevent the spread of the coronavirus. The group demands the closure of all companies not associated with essential goods. [size=no report]",0,1587491658,CHL
7004691,152,CHI3537,3537,2020-03-24,2020,1,Riots,Violent demonstration,Rioters (Chile),,5,,,0,50,South America,Chile,Los Lagos,Chiloe,Quellon,Quellon,-43.1170,-73.6147,1,Biobio Chile,National,"On 24 March 2020, Quellon, Los Lagos region, a group of citizens demonstrated over the lack of measures to prevent the spread of the coronavirus. The group demands the lockdown of the island and quarantine for residents in the breakout of the pandemic. The group blocked the streets and set on fire barricades [size=no report]",0,1585604313,CHL
7004696,152,CHI3533,3533,2020-03-24,2020,1,Riots,Violent demonstration,Rioters (Chile),,5,,,0,50,South America,Chile,Los Lagos,Chiloe,Castro,Castro,-42.4801,-73.7630,1,Biobio Chile,National,"On 24 March 2020, Castro, Los Lagos region, a group of citizens demonstrated over the lack of measures to prevent the spread of the coronavirus. The group demands the lockdown of the island and quarantine for residents in the breakout of the pandemic. The group blocked the streets and set on fire barricades [size=no report]",0,1585604313,CHL
7004730,152,CHI3538,3538,2020-03-24,2020,2,Protests,Peaceful protest,Protesters (Chile),Labour Group (Chile),6,,,0,60,South America,Chile,Maule,Talca,Talca,Talca,-35.4264,-71.6554,1,El Centro,Subnational,"As reported on 24 March 2020, in Talca, Maule region, bus drivers protested over the lack of security measures taken by the company to prevent spread of coronavirus between the drivers. The group stopped all transport activities and demanded the disinfection of the buses. [size=no report]",0,1585604313,CHL
7004731,152,CHI3534,3534,2020-03-24,2020,1,Protests,Protest with intervention,Protesters (Chile),,6,Police Forces of Chile (2018-),,1,16,South America,Chile,Coquimbo,Elqui,La Serena,La Serena,-29.9045,-71.2489,2,El Centro,National,"On 24 March 2020, in the rural area of La Serena, Coquimbo region, a group of citizens blocked the streets to restrict the access of non-residents. The group demands the reinforcement of curfew measures in the break of the coronavirus pandemic. Police intervened and dispersed the group [size=no report]",0,1585604313,CHL
7066740,152,CHI3531,3531,2020-03-24,2020,1,Riots,Violent demonstration,Rioters (Chile),,5,,,0,50,South America,Chile,Los Lagos,Chiloe,Ancud,Ancud,-41.8676,-73.8279,1,El Llanquihue,Subnational,"On 24 March 2020, Ancud, Los Lagos region, a group of citizens demonstrated over the lack of measures to prevent the spread of the coronavirus. The group demands the lockdown of the island and quarantine for residents in the breakout of the pandemic. The group blocked the streets and set on fire barricades [size=no report]",0,1587491661,CHL
7066755,152,CHI3536,3536,2020-03-24,2020,1,Riots,Violent demonstration,Rioters (Chile),,5,,,0,50,South America,Chile,Los Lagos,Chiloe,Ancud,Mutrico,-41.8665,-73.7657,1,El Llanquihue,Subnational,"On 24 March 2020, Mutrico, Los Lagos region, a group of citizens demonstrated over the lack of measures to prevent the spread of the coronavirus. The group demands the lockdown of the island and quarantine for residents in the breakout of the pandemic. The group blocked the streets and set on fire barricades [size=no report]",0,1587491661,CHL
7066768,152,CHI3535,3535,2020-03-24,2020,1,Riots,Violent demonstration,Rioters (Chile),,5,,,0,50,South America,Chile,Los Lagos,Chiloe,Ancud,Manao,-41.8840,-73.5289,1,El Llanquihue,Subnational,"On 24 March 2020, Manao, Los Lagos region, a group of citizens demonstrated over the lack of measures to prevent the spread of the coronavirus. The group demands the lockdown of the island and quarantine for residents in the breakout of the pandemic. The group blocked the streets and set on fire barricades [size=no report]",0,1587491661,CHL
7004914,152,CHI3532,3532,2020-03-24,2020,1,Protests,Peaceful protest,Protesters (Chile),Labour Group (Chile),6,,,0,60,South America,Chile,Antofagasta,Antofagasta,Antofagasta,Antofagasta,-23.6524,-70.3954,1,La Estrella de Antofagasta,Subnational,"On 24 March 2020, Antofagasta, Antofagasta region, a group of taxi drivers protested over the lack of equipment and security measures to prevent the spread of the coronavirus between the workers. The group demands to be provisioned with gloves and other equipment to prevent transmission among drivers. [size=no report]",0,1585604314,CHL
7004932,152,CHI3528,3528,2020-03-23,2020,1,Protests,Peaceful protest,Protesters (Chile),Labour Group (Chile),6,,,0,60,South America,Chile,Valparaiso,San Antonio,San Antonio,San Antonio,-33.5947,-71.6075,1,Lider San Antonio,Subnational,"On 23 March 2020, San Antonio, Valparaiso region, a group of customs workers protested over the lack of equipment and security measures to prevent the spread of the coronavirus among the workers. The group gathered in front of the main entrance of the port l to demand improvements in the security equipment. [size=no report]",0,1585604314,CHL
7004692,152,CHI3529,3529,2020-03-23,2020,1,Protests,Peaceful protest,Protesters (Chile),,6,,,0,60,South America,Chile,Los Rios,Valdivia,San Jose de la Mariquina,San Jose de la Mariquina,-39.5364,-72.9657,1,Biobio Chile,National,"On 23 March 2020, San Jose de la Mariquina, Los Rios region, a group of residents protested over the lack of measures to prevent the spread of the coronavirus. Inhabitants claimed that companies operating in the area bring several workers a day from other regions. The group demands to restrict the access of non-residents and the closure of all companies not associated with essential goods. The group blocked the main entrance to one of the factories for several hours. [size=no report]",0,1585604313,CHL
