data_id,iso,event_id_cnty,event_id_no_cnty,event_date,year,time_precision,event_type,sub_event_type,actor1,assoc_actor_1,inter1,actor2,assoc_actor_2,inter2,interaction,region,country,admin1,admin2,admin3,location,latitude,longitude,geo_precision,source,source_scale,notes,fatalities,timestamp,iso3
,,#event+code,,#date+occurred,#date+year,,#event+type,,#group+name+first,#group+name+first+assoc,,#group+name+second,#group+name+second+assoc,,,#region+name,#country+name,#adm1+name,#adm2+name,#adm3+name,#loc+name,#geo+lat,#geo+lon,,#meta+source,,#description,#affected+killed,,#country+code
7228923,152,CHI4454,4454,2020-09-18,2020,1,Riots,Mob violence,Rioters (Chile),,5,Civilians (Chile),Health Workers (Chile),7,57,South America,Chile,Valparaiso,San Antonio,San Antonio,Cartagena,-33.5538,-71.6076,1,Lider San Antonio,Subnational,"On 18 September 2020, in Cartagena, Valparaiso region, a group of nearly 10 rioters attacked an ambulance and a military truck with rocks and other objects. The health workers were attending an emergency call when the group, started the attack. The military car was attending the call of the workers attacked. No injuries were reported. [size=nearly 10]",0,1600726063,CHL
7228555,152,CHI4451,4451,2020-09-17,2020,1,Riots,Violent demonstration,Rioters (Chile),Mapuche Indigenous Group (Chile),5,,,0,50,South America,Chile,Araucania,Malleco,Ercilla,Ercilla,-38.0632,-72.3743,2,Biobio Chile; El Austral Temuco,Subnational-National,"On 17 September 2020, near Ercilla, Araucania region, a group of demonstrators used a car as a barricade across the Route 5. The group burned down the vehicle, interrupting the traffic for several hours. Near the area, a banner demanding the release of arrested Mapuche individuals was found. A second source reported armed confrontations, but this version has yet to be confirmed. [size=no report]",0,1600726062,CHL
7228583,152,CHI4452,4452,2020-09-17,2020,1,Riots,Mob violence,Rioters (Chile),Vigilante Group (Chile),5,Civilians (Chile),,7,57,South America,Chile,Metropolitana,Cordillera,Puente Alto,Puente Alto,-33.6183,-70.5899,1,Biobio Chile,National,"On 17 September 2020, in Puente Alto, Metropolitana, a group of nearly 50 rioters attacked a group of civilians that were allegedly robbing a woman. The victims had to be interned in the hospital due to their injuries. [size=nearly 50]",0,1600726062,CHL
7228868,152,CHI4450,4450,2020-09-17,2020,2,Protests,Peaceful protest,Protesters (Chile),,6,,,0,60,South America,Chile,Arica y Parinacota,Arica,Arica,Arica,-18.4746,-70.2979,1,La Estrella Arica,Subnational,"Around 17 September 2020, in Arica, Arica y Parinacota region, residents of the Agtima neighborhood protested over an increase of insecurity in the area. The protested followed a robbery that resulted in one person killed. The group demanded more police presence. [size=no report]",0,1600726063,CHL
7228924,152,CHI4453,4453,2020-09-17,2020,1,Protests,Peaceful protest,Protesters (Chile),,6,,,0,60,South America,Chile,Valparaiso,San Antonio,Santo Domingo,Santo Domingo,-33.6376,-71.6239,1,Lider San Antonio,Subnational,"On 17 September 2020, in Santo Domingo, Valparaiso region, residents protested against the mobility restrictions imposed due to the coronavirus outbreak. The group claimed that the regulation affected their everyday lives, including work. Protesters demand more flexible regulations for residents. [size=no report]",0,1600726063,CHL
7228553,152,CHI4447,4447,2020-09-16,2020,1,Riots,Mob violence,Rioters (Chile),,5,Police Forces of Chile (2018-),,1,15,South America,Chile,Metropolitana,Santiago,Lo Espejo,Lo Espejo,-33.5494,-70.6915,1,Biobio Chile; La Nacion (Chile),National,"On 16 September 2020, in Lo Espejo, Metropolitana, a group of nearly 30 people gathered in the wake of a funeral. Riots broke out as police forces attempted to enforce the no large-gathering law created over the coronavirus pandemic. Police used water cannons to disperse the group. 5 people were arrested. [size=nearly 30]",0,1600726062,CHL
7228554,152,CHI4449,4449,2020-09-16,2020,1,Riots,Violent demonstration,Rioters (Chile),Mapuche Indigenous Group (Chile),5,Police Forces of Chile (2018-),,1,15,South America,Chile,Araucania,Cautin,Temuco,Temuco,-38.7397,-72.5984,1,Biobio Chile; El Austral Temuco,Subnational-National,"On 16 September 2020, in Temuco, Araucania region, nearly 200 Mapuche indigenous people demonstrated against police brutality and excessive use of force against members of the community. The group clashed against police forces when state forces attempted to disperse the group. 21 people were arrested and 5 police officers were reported injured. [size=nearly 200]",0,1600726062,CHL
7228869,152,CHI4448,4448,2020-09-16,2020,1,Riots,Violent demonstration,Rioters (Chile),,5,Civilians (Chile),Labour Group (Chile),7,57,South America,Chile,Biobio,Concepcion,Penco,Penco,-36.7331,-72.9826,2,La Estrella Concepcion,Subnational,"On 16 September 2020, in route 150 near Penco, Biobio region, a group of demonstrators set on fire a barricade across the road. A bus driver was reported injured when another car ran over him while attempting to remove the blockage. The motive for the demonstration was not mentioned by the source. [size=no report]",0,1600726063,CHL
7228723,152,CHI4445,4445,2020-09-15,2020,1,Protests,Peaceful protest,Protesters (Chile),LGBT (Chile),6,,,0,60,South America,Chile,Metropolitana,Santiago,Santiago Centro,Santiago,-33.4569,-70.6483,1,El Mercurio (Chile),National,"On 15 September 2020, in Santiago, Metropolitana, members of the LGBT community protested against the lack of enactment of laws to improve inclusion and promotion of rights for member of LGBT groups. The group demanded the dismissal of the Minister of Equality, claiming a lack of action to perform her tasks. [size=no report]",0,1600726063,CHL
7228552,152,CHI4446,4446,2020-09-15,2020,1,Violence against civilians,Attack,Indigenous Militia (Chile),,4,Civilians (Chile),Labour Group (Chile),7,47,South America,Chile,Biobio,Arauco,Tirua,Tirua,-38.3418,-73.4915,2,El Sur; La Estrella Concepcion; Biobio Chile,Subnational,"On 15 September 2020, near Tirua, Biobio region, suspected indigenous militiamen attacked a group of workers of a local logging company. The armed men opened fire against the group when these were arriving at their workplace on buses in Route P-95. Subsequently, perpetrators set a vehicle on fire before running away. Two workers were reported injured.",0,1600726062,CHL
7228666,152,CHI4444,4444,2020-09-15,2020,3,Protests,Peaceful protest,Protesters (Chile),,6,,,0,60,South America,Chile,Los Lagos,Osorno,Osorno,Osorno,-40.5740,-73.1335,1,El Austral Osorno,Subnational,"Around 15 September 2020 (month of), in Osorno, Los Lagos region, citizens protested over delays in the construction of a social housing project. Protesters claimed that there is a lack of information in the advances of the designs. [size=no report]",0,1600726063,CHL
7228675,152,CHI4441,4441,2020-09-14,2020,1,Protests,Peaceful protest,Protesters (Chile),Women (Chile),6,,,0,60,South America,Chile,Metropolitana,Santiago,Santiago Centro,Santiago,-33.4569,-70.6483,1,El Austral Temuco,National,"On 14 September 2020, in Santiago, Metropolitana, a group of women protested against the increasing violence in the south of the country. The group gathered to deliver a letter to show their support to the victims of arson attacks and raise awareness about the conflict in the southern regions of the country. [size=no report]",0,1600726063,CHL
7228722,152,CHI4438,4438,2020-09-14,2020,1,Protests,Protest with intervention,Protesters (Chile),Mapuche Indigenous Group (Chile),6,Police Forces of Chile (2018-),,1,16,South America,Chile,Araucania,Malleco,Collipulli,Collipulli,-37.9545,-72.4344,2,El Mercurio (Chile),National,"On 14 September 2020, in the rural area of Collipulli, Araucania region, members of the Mapuche community occupied a plot of land, claiming it belonged to the indigenous community. The building was burned down by unidentified perpetrators the day before the occupation. Police arrived and evicted the group. [size=no report]",0,1600726063,CHL
7228550,152,CHI4437,4437,2020-09-14,2020,1,Protests,Peaceful protest,Protesters (Chile),,6,,,0,60,South America,Chile,Biobio,Arauco,Canete,Canete,-37.8000,-73.3833,1,La Estrella Concepcion; La Nacion (Chile),Subnational-National,"On 14 September 2020, in Canete, Biobio region, a group of nearly 500 citizens protested to demand justice in a case of a person killed by suspected indigenous militiamen. The group marched through the streets demanding advances in the police investigation. [size=nearly 500]",0,1600726062,CHL
7228551,152,CHI4439,4439,2020-09-14,2020,1,Battles,Armed clash,Indigenous Militia (Chile),,4,Police Forces of Chile (2018-),,1,14,South America,Chile,Araucania,Malleco,Ercilla,Ercilla,-38.0632,-72.3743,1,La Nacion (Chile); Biobio Chile,National,"On 14 September 2020, in Ercilla, Araucania region, Araucania region, suspected indigenous militiamen attacked a group of police officers near the police station. The group opened fire and subsequently ran away in a pick-up truck. Two police officers were reported injured by pieces of glass.",0,1600726062,CHL
7228581,152,CHI4443,4443,2020-09-14,2020,1,Riots,Violent demonstration,Rioters (Chile),,5,Police Forces of Chile (2018-),,1,15,South America,Chile,Los Rios,Valdivia,Valdivia,Valdivia,-39.8142,-73.2459,2,Biobio Chile,National,"On 14 September 2020, near Valdivia, Los Rios region, a group of demonstrators clashed against police forces. The group built barricades to block the route T-340 in Pellines. The motive for the demonstration was no reported by the source. [size=no report]",0,1600726062,CHL
7228582,152,CHI4440,4440,2020-09-14,2020,1,Protests,Peaceful protest,Protesters (Chile),,6,,,0,60,South America,Chile,Metropolitana,Santiago,La Reina,La Reina,-33.4416,-70.5442,1,Biobio Chile,National,"On 14 September 2020, in La Reina, Metropolitana, a group of residents protested against the selling of a public plot of land. The group claimed that the area should be used for the construction of social housing. [size=no report]",0,1600726062,CHL
7228922,152,CHI4442,4442,2020-09-14,2020,1,Protests,Protest with intervention,Protesters (Chile),,6,Police Forces of Chile (2018-),,1,16,South America,Chile,Valparaiso,San Antonio,Santo Domingo,Santo Domingo,-33.6376,-71.6239,1,Lider San Antonio,Subnational,"On 14 September 2020, in Santo Domingo, Valparaiso region, nearly 50 residents protested against the mobility restrictions imposed due to the coronavirus outbreak. The group claimed that the regulation affected their everyday lives, including work. Protesters blocked the bridge that connects the commune with San Antonio. Police dispersed the group. [size=nearly 50]",0,1600726063,CHL
7228672,152,CHI4435,4435,2020-09-13,2020,1,Strategic developments,Looting/property destruction,Indigenous Militia (Chile),,4,Civilians (Chile),,7,47,South America,Chile,Araucania,Malleco,Collipulli,Collipulli,-37.9545,-72.4344,2,El Austral Temuco,Subnational,"On 13 September 2020, in the route that connects Collipulli with Angol, Araucania region, a private house and a barn was set on fire by unidentified perpetrators. The victim claimed that she had received threats on the previous days by members of the Mapuche indigenous community and the same plot was occupied and by some Mapuche indigenous people.",0,1600726063,CHL
7228903,152,CHI4434,4434,2020-09-13,2020,1,Protests,Peaceful protest,Protesters (Chile),,6,,,0,60,South America,Chile,Biobio,Arauco,Canete,Canete,-37.8000,-73.3833,1,La Nacion (Chile),National,"On 13 September 2020, in Canete, Biobio region, a group of citizens protested to demand justice in a case of a person killed by suspected indigenous militiamen. The group gathered near the house of the victim and carried candles to demand advances in the police investigation. [size=no report]",0,1600726063,CHL
7228661,152,CHI4436,4436,2020-09-13,2020,1,Riots,Mob violence,Rioters (Chile),,5,Police Forces of Chile (2018-),,1,15,South America,Chile,Los Lagos,Osorno,Osorno,Osorno,-40.5740,-73.1335,1,El Austral Osorno,Subnational,"On 13 September 2020, in Osorno, Los Lagos region, riots broke out when police attempted to carry out a police control to check a report of domestic violence in an illegal settlement in Rahue Bajo neighbourhood. A group of residents attacked the officers resulting in three officers injured and seven people arrested. [size=at least 7]",0,1600726063,CHL
7228721,152,CHI4430,4430,2020-09-12,2020,1,Protests,Protest with intervention,Protesters (Chile),Mapuche Indigenous Group (Chile),6,Police Forces of Chile (2018-),,1,16,South America,Chile,Araucania,Malleco,Collipulli,Collipulli,-37.9545,-72.4344,2,El Mercurio (Chile),National,"On 12 September 2020, in the rural area of Collipulli, Araucania region, members of the Mapuche community occupied a plot of land, claiming it belonged to the indigenous community. Hours later, the police arrived and used tear gas to evict the group. [size=no report]",0,1600726063,CHL
7209280,152,CHI4412,4412,2020-09-12,2020,1,Riots,Mob violence,Rioters (Chile),Vigilante Group (Chile),5,Civilians (Chile),,7,57,South America,Chile,Valparaiso,Valparaiso,Quintero,Quintero,-32.7859,-71.5322,1,Biobio Chile,National,"On 12 September 2020, in Quintero, Valparaiso region, a group of citizens attacked a presumed sexual offender. Police forces intervened and used tear gas to disperse rioters when the group blocked the medical team that was attending the victim. [size=no report]",0,1600119127,CHL
7209287,152,CHI4411,4411,2020-09-12,2020,1,Violence against civilians,Attack,Unidentified Armed Group (Chile),,3,Civilians (Chile),Mapuche Indigenous Group (Chile),7,37,South America,Chile,Araucania,Malleco,Collipulli,Collipulli,-37.9545,-72.4344,1,Biobio Chile,National,"On 12 September 2020, on Collipulli, Araucania region, one teenager was reported injured in a drive-by shooting by unidentified armed men in a car, in an attack against a group of Mapuche indigenous people who were occupying a private plot of land. The victim was hospitalized due to the severity of the injuries.",0,1600119127,CHL
7228548,152,CHI4432,4432,2020-09-12,2020,1,Violence against civilians,Attack,Indigenous Militia (Chile),,4,Civilians (Chile),Labour Group (Chile),7,47,South America,Chile,Araucania,Malleco,Ercilla,Pailahueque,-38.1273,-72.3000,2,El Austral Temuco; El Mercurio (Chile),Subnational-National,"On 12 September 2020, near Pailahueque, Araucania region, a group of suspected indigenous militiamen attacked a train operator and set on fire at least two wagons. Perpetrators built a barricade across the railway forcing the machine to stop. Subsequently, they opened fire against workers when these attempted to extinguish the blazes from the railcars. No injuries were reported.",0,1600726062,CHL
7228549,152,CHI4433,4433,2020-09-12,2020,1,Riots,Mob violence,Rioters (Chile),,5,Police Forces of Chile (2018-),,1,15,South America,Chile,Metropolitana,Santiago,Pedro Aguirre Cerda,Pedro Aguirre Cerda,-33.5254,-70.6750,1,24 Horas (Chile); La Nacion (Chile),National,"On 12 September 2020, in Pedro Aguirre Cerda, Metropolitana, riots broke out during a funeral as police forces attempted to enforce the no large-gathering law created over the coronavirus pandemic. Police intervened when neighbors reported some shots fired in the air and fireworks. Police arrested 10 people. [size=at least 10]",0,1600726062,CHL
7228562,152,CHI4431,4431,2020-09-12,2020,2,Protests,Protest with intervention,Protesters (Chile),,6,Police Forces of Chile (2018-),,1,16,South America,Chile,Metropolitana,Santiago,Las Condes,Las Condes,-33.3667,-70.4969,1,24 Horas (Chile),National,"Around 12 September 2020, in Las Condes, Metropolitana, a group of nearly 300 citizens protested against the implementation of a new constitution in the country. With the constitutional referendum expected to be held on 25 October 2020, a group of citizens gathered near the main square and chanted slogans against the approval. Police arrested three people. [size=nearly 300]",0,1600726062,CHL
7228676,152,CHI4427,4427,2020-09-11,2020,1,Violence against civilians,Attack,Indigenous Militia (Chile),,4,Civilians (Chile),Farmers (Chile),7,47,South America,Chile,Araucania,Malleco,Ercilla,Ercilla,-38.0632,-72.3743,1,El Austral Temuco,Subnational,"On 11 September 2020, in Ercilla, Araucania region, suspected indigenous militiamen opened fired against two private houses of a recognized industrial farmer. The victim claimed he and his family had to hide under the beds to avoid the impacts. No injuries were reported.",0,1600726063,CHL
7228680,152,CHI4429,4429,2020-09-11,2020,1,Riots,Violent demonstration,Rioters (Chile),,5,,,0,50,South America,Chile,Los Rios,Valdivia,Valdivia,Valdivia,-39.8142,-73.2459,1,El Austral Valdivia,Subnational,"On 11 September 2020, in Valdivia, Los Rios region, a group of citizens demonstrated on the date that marked the 47th anniversary of the military coup that overthrew a democratically elected government. Demonstrators built barricades in different areas of the city. No arrests or further damages were reported. [size=no report]",0,1600726063,CHL
7209242,152,CHI4404,4404,2020-09-11,2020,1,Riots,Violent demonstration,Rioters (Chile),,5,Police Forces of Chile (2018-),,1,15,South America,Chile,Metropolitana,Santiago,Providencia,Providencia,-33.4311,-70.6045,1,24 Horas (Chile); El Mercurio (Chile); AFP; Biobio Chile,National-International,"On 11 September 2020, in Providencia, Metropolitana, dozens of people demonstrated on the date that marked the 47th anniversary of the military coup that overthrew a democratically elected government. Police forces of Chile clashed with demonstrators using tear gas and water cannons when the second blocked nearby streets and started throwing objects to the officers. Additional sources claimed the event also included a group of people that support changes in the constitution. Three officers were reported injured and 14 people were arrested. Another source claimed 17 people were arrested and at least 10 officers were injured. [size=at least 14]",0,1600119127,CHL
7209243,152,CHI4406,4406,2020-09-11,2020,1,Riots,Violent demonstration,Rioters (Chile),,5,Police Forces of Chile (2018-),,1,15,South America,Chile,Metropolitana,Santiago,Recoleta,Recoleta,-33.4064,-70.6395,1,Biobio Chile; 24 Horas (Chile); La Nacion (Chile),National,"On 11 September 2020, in Recoleta, Metropolitana, nearly 800 citizens demonstrated on the date that marked the 47th anniversary of the military coup that overthrew a democratically elected government. Police forces of Chile clashed with demonstrators using tear gas and water cannons when the second blocked nearby streets and started throwing objects at the officers. 11 people were arrested and one officer injured. [size=nearly 800]",0,1600119127,CHL
7209244,152,CHI4407,4407,2020-09-11,2020,1,Riots,Violent demonstration,Rioters (Chile),,5,Police Forces of Chile (2018-),Civilians (Chile),1,15,South America,Chile,Valparaiso,San Felipe,San Felipe,San Felipe,-32.7497,-70.7258,1,Biobio Chile; 24 Horas (Chile),National,"On 11 September 2020, in San Felipe, Valparaiso region, citizens demonstrated on the date that marked the 47th anniversary of the military coup that overthrew a democratically elected government. Demonstrators set on fire private vehicles and barricades. Clashes between police forces and demonstrators were reported, as police forces used tear gas and water cannons to disperse the group. [size=no report]",0,1600119127,CHL
7209254,152,CHI4397,4397,2020-09-11,2020,1,Riots,Violent demonstration,Rioters (Chile),,5,Police Forces of Chile (2018-),,1,15,South America,Chile,Antofagasta,Antofagasta,Antofagasta,Antofagasta,-23.6524,-70.3954,3,24 Horas (Chile),National,"On 11 September 2020, in the Antofagasta region, citizens demonstrated on the date that marked the 47th anniversary of the military coup that overthrew a democratically elected government. There were reports of violence and clashes between police forces and demonstrators, but no particular episode was mentioned. [size=no report]",0,1600119127,CHL
7209255,152,CHI4398,4398,2020-09-11,2020,1,Riots,Violent demonstration,Rioters (Chile),,5,Police Forces of Chile (2018-),,1,15,South America,Chile,Metropolitana,Santiago,Estacion Central,Estacion Central,-33.4546,-70.6823,1,24 Horas (Chile),National,"On 11 September 2020, in Estacion Central, Metropolitana, citizens demonstrated on the date that marked the 47th anniversary of the military coup that overthrew a democratically elected government. Demonstrators built and set on fire barricades across the streets. There were reports of clashes between police forces and demonstrators. Police used tear gas to disperse the group. One person was reported injured by the impact of a tear gas canister. [size=no report]",0,1600119127,CHL
7209256,152,CHI4401,4401,2020-09-11,2020,1,Riots,Violent demonstration,Rioters (Chile),,5,Police Forces of Chile (2018-),,1,15,South America,Chile,Metropolitana,Santiago,La Cisterna,La Cisterna,-33.5309,-70.6664,1,24 Horas (Chile),National,"On 11 September 2020, in La Cisterna, Metropolitana, a group of citizens demonstrated on the date that marked the 47th anniversary of the military coup that overthrew a democratically elected government. Demonstrators used Molotov bombs against police forces. [size=no report]",0,1600119127,CHL
7209257,152,CHI4399,4399,2020-09-11,2020,1,Riots,Violent demonstration,Rioters (Chile),,5,Police Forces of Chile (2018-),,1,15,South America,Chile,Metropolitana,Santiago,Huechuraba,Huechuraba,-33.3615,-70.6331,1,24 Horas (Chile),National,"On 11 September 2020, in Huechuraba, Metropolitana, a group of citizens demonstrated on the date that marked the 47th anniversary of the military coup that overthrew a democratically elected government. Demonstrators used Molotov bombs against police forces. [size=no report]",0,1600119127,CHL
7209258,152,CHI4400,4400,2020-09-11,2020,1,Riots,Violent demonstration,Rioters (Chile),,5,Police Forces of Chile (2018-),,1,15,South America,Chile,Tarapaca,Iquique,Iquique,Iquique,-20.2133,-70.1503,3,24 Horas (Chile),National,"On 11 September 2020, in the Tarapaca region, citizens demonstrated on the date that marked the 47th anniversary of the military coup that overthrew a democratically elected government. There were reports of violence and clashed between police forces and demonstrators, but no particular episode was mentioned. [size=no report]",0,1600119127,CHL
7209259,152,CHI4403,4403,2020-09-11,2020,1,Riots,Violent demonstration,Rioters (Chile),,5,Police Forces of Chile (2018-),,1,15,South America,Chile,Metropolitana,Santiago,Penalolen,Penalolen,-33.4684,-70.5341,1,24 Horas (Chile),National,"On 11 September 2020, in Estacion Central, Metropolitana, a group of nearly 150 citizens demonstrated on the date that marked the 47th anniversary of the military coup that overthrew a democratically elected government. Demonstrators attacked the police station using Molotov bombs and other objects. One police officer was reported injured by the impact of pellets. [size=nearly 150]",0,1600119127,CHL
7209260,152,CHI4405,4405,2020-09-11,2020,1,Riots,Violent demonstration,Rioters (Chile),,5,Police Forces of Chile (2018-),,1,15,South America,Chile,O'Higgins,Cachapoal,Rancagua,Rancagua,-34.1708,-70.7444,1,24 Horas (Chile),National,"On 11 September 2020, in Rancagua, O'Higgins region, citizens demonstrated on the date that marked the 47th anniversary of the military coup that overthrew a democratically elected government. There were reports of violence and clashes between police forces and demonstrators, but no particular episode was mentioned. [size=no report]",0,1600119127,CHL
7209284,152,CHI4408,4408,2020-09-11,2020,2,Protests,Peaceful protest,Protesters (Chile),Mapuche Indigenous Group (Chile),6,,,0,60,South America,Chile,Araucania,Cautin,Temuco,Temuco,-38.7397,-72.5984,1,Biobio Chile,National,"Around 11 September 2020, in Temuco, Araucania region, a group of nearly 150 Mapuche indigenous people protested against the construction of a damn in an indigenous reserve area. The group marched through the city and subsequently, they delivered a formal letter to the government agency for the environment claiming the project would cause several damages to the eco-system. [size=nearly 150]",0,1600119127,CHL
7209285,152,CHI4402,4402,2020-09-11,2020,1,Strategic developments,Looting/property destruction,CAM: Coordination Arauco Malleco,,3,Civilians (Chile),Labour Group (Chile),7,37,South America,Chile,Araucania,Malleco,Los Sauces,Los Sauces,-37.9792,-72.8298,2,Biobio Chile,National,"On 11 September 2020, in the rural area of Los Sauces, Araucania region, suspected indigenous militiamen set on fire eleven vehicles and multiple pieces of equipment that belonged to a logging company. There have been several attacks in the Biobio region perpetrated by indigenous groups who demand land rights and the release of arrested Mapuche individuals. Pamphlets connecting the attack to the CAM were found in the area.",0,1600119127,CHL
7209288,152,CHI4409,4409,2020-09-11,2020,1,Riots,Violent demonstration,Rioters (Chile),,5,,,0,50,South America,Chile,Valparaiso,Valparaiso,Valparaiso,Valparaiso,-33.0360,-71.6296,1,Biobio Chile,National,"On 11 September 2020, in Valparaiso, Valparaiso region, citizens demonstrated on the date that marked the 47th anniversary of the military coup that overthrew a democratically elected government. There were reports of violence and several barricades built by demonstrators. [size=no report]",0,1600119127,CHL
7209289,152,CHI4410,4410,2020-09-11,2020,1,Protests,Peaceful protest,Protesters (Chile),,6,,,0,60,South America,Chile,Valparaiso,Valparaiso,Vina del Mar,Vina del Mar,-33.0246,-71.5518,1,Biobio Chile,National,"On 11 September 2020, in Vina del Mar, Valparaiso region, citizens protested on the date that marked the 47th anniversary of the military coup that overthrew a democratically elected government. The group gathered near the main square. [size=no report]",0,1600119127,CHL
7228664,152,CHI4428,4428,2020-09-11,2020,1,Protests,Peaceful protest,Protesters (Chile),,6,,,0,60,South America,Chile,Los Lagos,Osorno,Osorno,Osorno,-40.5740,-73.1335,1,El Austral Osorno,Subnational,"On 11 September 2020, in Osorno, Los Lagos region, citizens protested on the date that marked the 47th anniversary of the military coup that overthrew a democratically elected government. The group gathered near the main square. [size=no report]",0,1600726063,CHL
7209281,152,CHI4394,4394,2020-09-10,2020,2,Riots,Violent demonstration,Rioters (Chile),Mapuche Indigenous Group (Chile),5,Police Forces of Chile (2018-),,1,15,South America,Chile,Araucania,Malleco,Angol,Angol,-37.7952,-72.7164,2,Biobio Chile,National,"Around 10 September 2020 (as reported), in the rural area of Angol, Mapuche indigenous people demonstrated when police forces searched a Mapuche community area. Demonstrators threw rocks and other objects against the officers. Five police officers were reported injured and two people were arrested. [size=no report]",0,1600119127,CHL
7209286,152,CHI4395,4395,2020-09-10,2020,1,Riots,Violent demonstration,Rioters (Chile),Mapuche Indigenous Group (Chile),5,Police Forces of Chile (2018-),,1,15,South America,Chile,Araucania,Cautin,Temuco,Temuco,-38.7397,-72.5984,1,Biobio Chile,National,"On 10 September 2020, in Temuco, Araucania region, a group of citizens and Mapuche indigenous people demonstrated against the construction of a dam in an indigenous reserve area. The group marched through the city and later a smaller group of demonstrators vandalized the offices of the government Indigenous agency (Conadi) located in the city center. Police arrested 7 people. [size=at least 7]",0,1600119127,CHL
7209413,152,CHI4396,4396,2020-09-10,2020,2,Riots,Violent demonstration,Rioters (Chile),,5,Civilians (Chile),Labour Group (Chile),7,57,South America,Chile,Valparaiso,Valparaiso,Vina del Mar,Vina del Mar,-33.0246,-71.5518,1,El Mercurio (Chile),National,"Around 10 September 2020 (as reported), in Vina del Mar, Valparaiso region, a group of nearly 20 people demonstrated against the construction of a social housing project in the city. The group set on fire one of the backhoes used in the construction. [size=nearly 20]",0,1600119127,CHL
7209240,152,CHI4389,4389,2020-09-09,2020,1,Strategic developments,Looting/property destruction,Mapuche Indigenous Militia (Chile),,4,Civilians (Chile),Labour Group (Chile),7,47,South America,Chile,Biobio,Arauco,Canete,Cayucupil,-37.8100,-73.2751,1,Biobio Chile; La Nacion (Chile),Subnational-National,"On 9 September 2020, in Cayucupil, Biobio region, suspected indigenous militiamen set on fire at least three trucks and a crane. There have been several attacks in the Biobio region perpetrated by indigenous groups who demand land rights. Pamphlets demanding the release of arrested Mapuche individuals were found in the area.",0,1600119127,CHL
7209241,152,CHI4393,4393,2020-09-09,2020,1,Riots,Violent demonstration,Rioters (Chile),Mapuche Indigenous Group (Chile),5,Police Forces of Chile (2018-),,1,15,South America,Chile,Araucania,Cautin,Temuco,Temuco,-38.7397,-72.5984,1,Biobio Chile; El Mercurio (Chile),National,"On 9 September 2020, in Temuco, Araucania region, a group of Mapuche indigenous people demonstrated against a meeting between the government representatives and a group of religious leaders from their community. The demonstrators claimed that the religious leaders are not representatives of the Mapuche indigenous people. Police forces used tear gas and water cannons to disperse the group. A second source reported barricades near the place were the meeting took place. [size=no report]",0,1600119127,CHL
7209278,152,CHI4391,4391,2020-09-09,2020,1,Riots,Mob violence,Rioters (Chile),Labour Group (Chile),5,Rioters (Chile),Labour Group (Chile),5,55,South America,Chile,Tarapaca,Iquique,Iquique,Iquique,-20.2133,-70.1503,1,Biobio Chile,National,"On 9 September 2020, in Iquique, Tarapaca region, port workers and police forces clashed following a fight due to a disagreement between the union members. Workers began fighting between them, after which police intervened. Rioters attacked the union's headquarters with rocks and other objects. [size=no report]",0,1600119127,CHL
7209279,152,CHI4388,4388,2020-09-09,2020,1,Protests,Peaceful protest,Protesters (Chile),,6,,,0,60,South America,Chile,Los Lagos,Llanquihue,Calbuco,Calbuco,-41.7719,-73.1333,1,Biobio Chile,National,"On 9 September 2020, in Calbuco, Los Lagos region, a group of citizens protested against delays in the construction of a social housing project. The group claimed that the area is already occupied by other families. The group blocked a nearby road for several hours. [size=no report]",0,1600119127,CHL
7209629,152,CHI4392,4392,2020-09-09,2020,1,Strategic developments,Looting/property destruction,Mapuche Indigenous Militia (Chile),,4,Civilians (Chile),,7,47,South America,Chile,Biobio,Arauco,Contulmo,Paillahue,-37.8847,-73.2918,1,La Nacion (Chile),National,"On 9 September 2020, in Paillahue, Biobio region, suspected indigenous militiamen set on fire two private houses. There have been several attacks in the Biobio region perpetrated by indigenous groups who demand land rights. No people were injured in the event. Pamphlets demanding the release of arrested Mapuche individuals were found in the area.",0,1600119128,CHL
7209414,152,CHI4390,4390,2020-09-09,2020,1,Violence against civilians,Attack,Indigenous Militia (Chile),,4,Civilians (Chile),Labour Group (Chile); Farmers (Chile),7,47,South America,Chile,Araucania,Malleco,Collipulli,Collipulli,-37.9545,-72.4344,2,El Mercurio (Chile),National,"On 9 September 2020, in the rural area of Collipulli, Araucania region, a group of suspected indigenous militiamen attacked a group of workers and owners of an industrial farming business. The perpetrators opened fire against one car and tied up 5 people who were in the area at the moment of the attack. Subsequently, the armed men set a barn and other equipment on fire. No injuries were reported.",0,1600119127,CHL
7209237,152,CHI4385,4385,2020-09-08,2020,1,Strategic developments,Looting/property destruction,Mapuche Indigenous Militia (Chile),,4,Civilians (Chile),,7,47,South America,Chile,Biobio,Arauco,Canete,Lloncao,-37.8995,-73.4406,1,Biobio Chile; La Nacion (Chile),Subnational-National,"On 8 September 2020, in Lloncao, Biobio region, suspected Mapuche indigenous militiamen set on fire three private houses. Perpetrators threatened with guns the house owners and subsequently spread gasoline in the buildings. There have been several attacks in the Biobio region perpetrated by indigenous groups who demand land rights. No people were injured in the event. Pamphlets demanding the release of arrested Mapuche individuals were found in the area.",0,1600119127,CHL
